THỜI KHÓA BIỂU DỰ KIẾN KỲ 20251 - CẬP NHẬT NGÀY 12.09.2025,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Kỳ,Trường_Viện_Khoa,Mã_lớp,Mã_lớp_kèm,Mã_HP,Tên_HP,Tên_HP_Tiếng_Anh,Khối_lượng,Ghi_chú,Buổi_số,Thứ,Thời_gian,BĐ,KT,Kíp,Tuần,Phòng,Cần_TN,SLĐK,SL_Min,SL_Max,Trạng_thái,Loại_lớp,Đợt_mở,Mã_QL,TeachingType
20251,KGDQP,165797,165797,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T2,3,4 - Nhóm 8-K70",3,4,1250-1710,1250,1710,Chiều,2,D3-401,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165797,165797,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T2,3,4 - Nhóm 8-K70",4,5,0645-1105,0645,1105,Sáng,2,SanB7,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165797,165797,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T2,3,4 - Nhóm 8-K70",5,6,0645-1105,0645,1105,Sáng,2,SanB13,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165797,165797,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T2,3,4 - Nhóm 8-K70",6,3,1250-1710,1250,1710,Chiều,3,SanB7,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165797,165797,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T2,3,4 - Nhóm 8-K70",7,6,0645-1105,0645,1105,Sáng,3,SanB13,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165797,165797,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T2,3,4 - Nhóm 8-K70",8,7,1250-1710,1250,1710,Chiều,3,SanB7,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165797,165797,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T2,3,4 - Nhóm 8-K70",9,2,0645-1105,0645,1105,Sáng,4,SanB13,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165797,165797,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T2,3,4 - Nhóm 8-K70",10,4,0645-1105,0645,1105,Sáng,4,San KTX,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165797,165797,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T2,3,4 - Nhóm 8-K70",11,5,0645-1105,0645,1105,Sáng,4,SanB13,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165797,165797,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T2,3,4 - Nhóm 8-K70",12,6,0645-1105,0645,1105,Sáng,4,San KTX,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165803,165803,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T2,3,4 - Nhóm 9-K70",1,2,0645-1105,0645,1105,Sáng,2,SanB13,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165803,165803,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T2,3,4 - Nhóm 9-K70",2,3,0645-1105,0645,1105,Sáng,2,San KTX,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165803,165803,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T2,3,4 - Nhóm 9-K70",3,5,0645-1105,0645,1105,Sáng,2,D3-501,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165803,165803,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T2,3,4 - Nhóm 9-K70",4,5,1250-1710,1250,1710,Chiều,2,SanB13,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165803,165803,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T2,3,4 - Nhóm 9-K70",5,6,1250-1710,1250,1710,Chiều,2,SanB13,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165803,165803,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T2,3,4 - Nhóm 9-K70",6,2,0645-1105,0645,1105,Sáng,3,SanB7,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165803,165803,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T2,3,4 - Nhóm 9-K70",7,3,0645-1105,0645,1105,Sáng,3,SanB7,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165803,165803,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T2,3,4 - Nhóm 9-K70",8,6,1250-1710,1250,1710,Chiều,3,SanB13,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165803,165803,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T2,3,4 - Nhóm 9-K70",9,2,0645-1105,0645,1105,Sáng,4,SanB7,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165803,165803,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T2,3,4 - Nhóm 9-K70",10,3,0645-1105,0645,1105,Sáng,4,SanB13,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165803,165803,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T2,3,4 - Nhóm 9-K70",11,5,0645-1105,0645,1105,Sáng,4,SanB7,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165803,165803,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T2,3,4 - Nhóm 9-K70",12,6,0645-1105,0645,1105,Sáng,4,San KTX,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165804,165804,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T2,3,4 - Nhóm 10-K70",1,2,0645-1105,0645,1105,Sáng,2,SanB13,NULL,67,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165804,165804,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T2,3,4 - Nhóm 10-K70",2,3,0645-1105,0645,1105,Sáng,2,San KTX,NULL,67,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165804,165804,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T2,3,4 - Nhóm 10-K70",3,5,0645-1105,0645,1105,Sáng,2,D3-501,NULL,67,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165804,165804,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T2,3,4 - Nhóm 10-K70",4,5,1250-1710,1250,1710,Chiều,2,SanB13,NULL,67,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165804,165804,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T2,3,4 - Nhóm 10-K70",5,6,1250-1710,1250,1710,Chiều,2,SanB13,NULL,67,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165804,165804,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T2,3,4 - Nhóm 10-K70",6,3,0645-1105,0645,1105,Sáng,3,San KTX,NULL,67,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165804,165804,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T2,3,4 - Nhóm 10-K70",7,4,0645-1105,0645,1105,Sáng,3,SanB7,NULL,67,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165804,165804,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T2,3,4 - Nhóm 10-K70",8,5,1250-1710,1250,1710,Chiều,3,SanB13,NULL,67,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165804,165804,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T2,3,4 - Nhóm 10-K70",9,2,0645-1105,0645,1105,Sáng,4,San KTX,NULL,67,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165804,165804,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T2,3,4 - Nhóm 10-K70",10,3,0645-1105,0645,1105,Sáng,4,SanB13,NULL,67,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165804,165804,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T2,3,4 - Nhóm 10-K70",11,5,0645-1105,0645,1105,Sáng,4,San KTX,NULL,67,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165804,165804,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T2,3,4 - Nhóm 10-K70",12,6,0645-1105,0645,1105,Sáng,4,SanB7,NULL,67,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165810,165810,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 1-K70",1,3,0645-1105,0645,1105,Sáng,5,D3-301,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165810,165810,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 1-K70",2,3,1250-1710,1250,1710,Chiều,5,SanB7,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165810,165810,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 1-K70",3,4,1250-1710,1250,1710,Chiều,5,SanB13,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165810,165810,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 1-K70",4,6,1250-1710,1250,1710,Chiều,5,San KTX,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165810,165810,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 1-K70",5,7,1250-1710,1250,1710,Chiều,5,SanB13,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165810,165810,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 1-K70",6,2,1250-1710,1250,1710,Chiều,6,SanB13,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165810,165810,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 1-K70",7,3,1250-1710,1250,1710,Chiều,6,San KTX,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165810,165810,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 1-K70",8,4,1250-1710,1250,1710,Chiều,6,SanB13,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165810,165810,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 1-K70",9,7,1250-1710,1250,1710,Chiều,6,SanB13,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165810,165810,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 1-K70",10,3,1250-1710,1250,1710,Chiều,7,San KTX,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165810,165810,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 1-K70",11,4,1250-1710,1250,1710,Chiều,7,SanB13,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165810,165810,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 1-K70",12,5,1250-1710,1250,1710,Chiều,7,San KTX,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165811,165811,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 2-K70",1,3,0645-1105,0645,1105,Sáng,5,D3-301,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165811,165811,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 2-K70",2,3,1250-1710,1250,1710,Chiều,5,San KTX,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165811,165811,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 2-K70",3,4,1250-1710,1250,1710,Chiều,5,SanB13,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165811,165811,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 2-K70",4,6,1250-1710,1250,1710,Chiều,5,SanB7,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165811,165811,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 2-K70",5,7,1250-1710,1250,1710,Chiều,5,SanB13,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165811,165811,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 2-K70",6,2,1250-1710,1250,1710,Chiều,6,SanB13,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165811,165811,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 2-K70",7,3,1250-1710,1250,1710,Chiều,6,San KTX,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165811,165811,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 2-K70",8,7,1250-1710,1250,1710,Chiều,6,SanB13,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165811,165811,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 2-K70",9,2,1250-1710,1250,1710,Chiều,7,SanB13,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165811,165811,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 2-K70",10,3,1250-1710,1250,1710,Chiều,7,San KTX,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165811,165811,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 2-K70",11,4,1250-1710,1250,1710,Chiều,7,SanB13,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165811,165811,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 2-K70",12,5,1250-1710,1250,1710,Chiều,7,San KTX,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165817,165817,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 3-K70",1,2,1250-1710,1250,1710,Chiều,5,SanB13,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165817,165817,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 3-K70",2,3,0645-1105,0645,1105,Sáng,5,SanB13,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165817,165817,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 3-K70",3,3,1250-1710,1250,1710,Chiều,5,D3-401,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165817,165817,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 3-K70",4,4,1250-1710,1250,1710,Chiều,5,San KTX,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165817,165817,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 3-K70",5,5,1250-1710,1250,1710,Chiều,5,San KTX,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165817,165817,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 3-K70",6,3,0645-1105,0645,1105,Sáng,6,SanB13,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165817,165817,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 3-K70",7,5,1250-1710,1250,1710,Chiều,6,San KTX,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165817,165817,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 3-K70",8,7,0645-1105,0645,1105,Sáng,6,SanB13,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165817,165817,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 3-K70",9,2,1250-1710,1250,1710,Chiều,7,San KTX,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165817,165817,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 3-K70",10,3,1250-1710,1250,1710,Chiều,7,SanB13,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165817,165817,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 3-K70",11,4,1250-1710,1250,1710,Chiều,7,San KTX,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165817,165817,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 3-K70",12,5,1250-1710,1250,1710,Chiều,7,SanB13,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165818,165818,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 4-K70",1,2,1250-1710,1250,1710,Chiều,5,SanB13,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165818,165818,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 4-K70",2,3,0645-1105,0645,1105,Sáng,5,SanB13,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165818,165818,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 4-K70",3,3,1250-1710,1250,1710,Chiều,5,D3-401,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165818,165818,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 4-K70",4,4,1250-1710,1250,1710,Chiều,5,San KTX,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165818,165818,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 4-K70",5,5,1250-1710,1250,1710,Chiều,5,SanB7,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165818,165818,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 4-K70",6,4,0645-1105,0645,1105,Sáng,6,SanB13,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165818,165818,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 4-K70",7,5,1250-1710,1250,1710,Chiều,6,San KTX,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165818,165818,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 4-K70",8,7,0645-1105,0645,1105,Sáng,6,SanB13,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165818,165818,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 4-K70",9,2,1250-1710,1250,1710,Chiều,7,San KTX,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165818,165818,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 4-K70",10,3,1250-1710,1250,1710,Chiều,7,SanB13,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165818,165818,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 4-K70",11,4,1250-1710,1250,1710,Chiều,7,San KTX,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165818,165818,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 4-K70",12,5,1250-1710,1250,1710,Chiều,7,SanB13,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165824,165824,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 5-K70",1,2,0645-1105,0645,1105,Sáng,5,SanB7,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165824,165824,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 5-K70",2,3,1250-1710,1250,1710,Chiều,5,SanB13,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165824,165824,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 5-K70",3,4,0645-1105,0645,1105,Sáng,5,D3-501,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,KGDQP,165824,165824,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T5,6,7 - Nhóm 5-K70",4,5,0645-1105,0645,1105,Sáng,5,SanB13,NULL,74,NULL,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
