THỜI KHÓA BIỂU DỰ KIẾN KỲ 20252 - CẬP NHẬT NGÀY 23.02.2026,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Kỳ,Trường_Viện_Khoa,Mã_lớp,Mã_lớp_kèm,Mã_HP,Tên_HP,Tên_HP_Tiếng_Anh,Khối_lượng,Ghi_chú,Buổi_số,Thứ,Thời_gian,BĐ,KT,Kíp,Tuần,Phòng,Cần_TN,SLĐK,SL_Max,Trạng_thái,Loại_lớp,Đợt_mở,Mã_QL,TeachingType
20252,KGDQP,167567,167567,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 7-K70",6,2,1250-1710,1250,1710,Chiều,38,SanB7,NULL,70,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167567,167567,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 7-K70",7,5,0645-1105,0645,1105,Sáng,38,SanB13,NULL,70,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167567,167567,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 7-K70",8,7,1250-1710,1250,1710,Chiều,38,SanB7,NULL,70,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167567,167567,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 7-K70",9,2,0645-1105,0645,1105,Sáng,39,SanB13,NULL,70,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167567,167567,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 7-K70",10,4,0645-1105,0645,1105,Sáng,39,SanB7,NULL,70,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167567,167567,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 7-K70",11,5,0645-1105,0645,1105,Sáng,39,SanB13,NULL,70,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167567,167567,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 7-K70",12,6,0645-1105,0645,1105,Sáng,39,SanB7,NULL,70,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167568,167568,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 8-K70",1,3,1250-1710,1250,1710,Chiều,37,San KTX,NULL,71,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167568,167568,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 8-K70",2,4,0645-1105,0645,1105,Sáng,37,SanB13,NULL,71,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167568,167568,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 8-K70",3,4,1250-1710,1250,1710,Chiều,37,D3-5-401,NULL,71,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167568,167568,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 8-K70",4,5,0645-1105,0645,1105,Sáng,37,SanB7,NULL,71,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167568,167568,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 8-K70",5,6,0645-1105,0645,1105,Sáng,37,SanB13,NULL,71,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167568,167568,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 8-K70",6,3,1250-1710,1250,1710,Chiều,38,SanB7,NULL,71,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167568,167568,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 8-K70",7,6,0645-1105,0645,1105,Sáng,38,SanB13,NULL,71,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167568,167568,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 8-K70",8,7,1250-1710,1250,1710,Chiều,38,San KTX,NULL,71,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167568,167568,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 8-K70",9,2,0645-1105,0645,1105,Sáng,39,SanB13,NULL,71,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167568,167568,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 8-K70",10,4,0645-1105,0645,1105,Sáng,39,San KTX,NULL,71,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167568,167568,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 8-K70",11,5,0645-1105,0645,1105,Sáng,39,SanB13,NULL,71,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167568,167568,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 8-K70",12,6,0645-1105,0645,1105,Sáng,39,San KTX,NULL,71,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167574,167574,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 9-K70",1,2,0645-1105,0645,1105,Sáng,37,SanB13,NULL,71,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167574,167574,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 9-K70",2,3,0645-1105,0645,1105,Sáng,37,SanB7,NULL,71,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167574,167574,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 9-K70",3,5,0645-1105,0645,1105,Sáng,37,D3-5-501,NULL,71,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167574,167574,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 9-K70",4,5,1250-1710,1250,1710,Chiều,37,SanB13,NULL,71,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167574,167574,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 9-K70",5,6,1250-1710,1250,1710,Chiều,37,SanB13,NULL,71,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167574,167574,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 9-K70",6,2,0645-1105,0645,1105,Sáng,38,SanB7,NULL,71,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167574,167574,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 9-K70",7,3,0645-1105,0645,1105,Sáng,38,SanB7,NULL,71,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167574,167574,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 9-K70",8,6,1250-1710,1250,1710,Chiều,38,SanB13,NULL,71,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167574,167574,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 9-K70",9,2,0645-1105,0645,1105,Sáng,39,SanB7,NULL,71,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167574,167574,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 9-K70",10,3,0645-1105,0645,1105,Sáng,39,SanB13,NULL,71,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167574,167574,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 9-K70",11,5,0645-1105,0645,1105,Sáng,39,SanB7,NULL,71,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167574,167574,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 9-K70",12,6,0645-1105,0645,1105,Sáng,39,San KTX,NULL,71,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167575,167575,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 10-K70",1,2,0645-1105,0645,1105,Sáng,37,SanB13,NULL,69,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167575,167575,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 10-K70",2,3,0645-1105,0645,1105,Sáng,37,San KTX,NULL,69,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167575,167575,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 10-K70",3,5,0645-1105,0645,1105,Sáng,37,D3-5-501,NULL,69,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167575,167575,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 10-K70",4,5,1250-1710,1250,1710,Chiều,37,SanB13,NULL,69,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167575,167575,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 10-K70",5,6,1250-1710,1250,1710,Chiều,37,SanB13,NULL,69,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167575,167575,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 10-K70",6,3,0645-1105,0645,1105,Sáng,38,San KTX,NULL,69,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167575,167575,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 10-K70",7,4,0645-1105,0645,1105,Sáng,38,SanB7,NULL,69,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167575,167575,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 10-K70",8,5,1250-1710,1250,1710,Chiều,38,SanB13,NULL,69,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167575,167575,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 10-K70",9,2,0645-1105,0645,1105,Sáng,39,San KTX,NULL,69,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167575,167575,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 10-K70",10,3,0645-1105,0645,1105,Sáng,39,SanB13,NULL,69,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167575,167575,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 10-K70",11,5,0645-1105,0645,1105,Sáng,39,San KTX,NULL,69,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167575,167575,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T37,38,39 - Nhóm 10-K70",12,6,0645-1105,0645,1105,Sáng,39,San KTX,NULL,69,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167581,167581,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 1-K70",1,2,1250-1710,1250,1710,Chiều,40,SanB7,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167581,167581,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 1-K70",2,3,0645-1105,0645,1105,Sáng,40,D3-5-301,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167581,167581,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 1-K70",3,4,1250-1710,1250,1710,Chiều,40,SanB13,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167581,167581,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 1-K70",4,6,1250-1710,1250,1710,Chiều,40,San KTX,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167581,167581,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 1-K70",5,7,1250-1710,1250,1710,Chiều,40,SanB13,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167581,167581,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 1-K70",6,2,1250-1710,1250,1710,Chiều,41,SanB13,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167581,167581,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 1-K70",7,3,1250-1710,1250,1710,Chiều,41,San KTX,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167581,167581,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 1-K70",8,4,1250-1710,1250,1710,Chiều,41,SanB13,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167581,167581,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 1-K70",9,2,1250-1710,1250,1710,Chiều,42,SanB13,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167581,167581,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 1-K70",10,3,1250-1710,1250,1710,Chiều,42,SanB7,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167581,167581,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 1-K70",11,4,1250-1710,1250,1710,Chiều,42,SanB13,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167581,167581,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 1-K70",12,5,1250-1710,1250,1710,Chiều,42,San KTX,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167582,167582,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 2-K70",1,2,1250-1710,1250,1710,Chiều,40,San KTX,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167582,167582,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 2-K70",2,3,0645-1105,0645,1105,Sáng,40,D3-5-301,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167582,167582,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 2-K70",3,4,1250-1710,1250,1710,Chiều,40,SanB13,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167582,167582,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 2-K70",4,6,1250-1710,1250,1710,Chiều,40,SanB7,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167582,167582,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 2-K70",5,7,1250-1710,1250,1710,Chiều,40,SanB13,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167582,167582,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 2-K70",6,2,1250-1710,1250,1710,Chiều,41,SanB13,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167582,167582,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 2-K70",7,3,1250-1710,1250,1710,Chiều,41,San KTX,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167582,167582,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 2-K70",8,7,1250-1710,1250,1710,Chiều,41,SanB13,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167582,167582,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 2-K70",9,2,1250-1710,1250,1710,Chiều,42,SanB13,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167582,167582,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 2-K70",10,3,1250-1710,1250,1710,Chiều,42,San KTX,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167582,167582,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 2-K70",11,4,1250-1710,1250,1710,Chiều,42,SanB13,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167582,167582,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 2-K70",12,5,1250-1710,1250,1710,Chiều,42,SanB7,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167588,167588,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 3-K70",1,2,1250-1710,1250,1710,Chiều,40,SanB13,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167588,167588,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 3-K70",2,3,0645-1105,0645,1105,Sáng,40,SanB13,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167588,167588,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 3-K70",3,3,1250-1710,1250,1710,Chiều,40,D3-5-401,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167588,167588,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 3-K70",4,4,1250-1710,1250,1710,Chiều,40,SanB7,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167588,167588,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 3-K70",5,5,1250-1710,1250,1710,Chiều,40,San KTX,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167588,167588,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 3-K70",6,3,0645-1105,0645,1105,Sáng,41,SanB13,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167588,167588,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 3-K70",7,4,0645-1105,0645,1105,Sáng,41,SanB13,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167588,167588,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 3-K70",8,5,1250-1710,1250,1710,Chiều,41,San KTX,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167588,167588,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 3-K70",9,2,1250-1710,1250,1710,Chiều,42,SanB7,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167588,167588,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 3-K70",10,3,1250-1710,1250,1710,Chiều,42,SanB13,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167588,167588,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 3-K70",11,4,1250-1710,1250,1710,Chiều,42,San KTX,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167588,167588,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 3-K70",12,5,1250-1710,1250,1710,Chiều,42,SanB13,NULL,75,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167589,167589,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 4-K70",1,2,1250-1710,1250,1710,Chiều,40,SanB13,NULL,76,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167589,167589,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 4-K70",2,3,0645-1105,0645,1105,Sáng,40,SanB13,NULL,76,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167589,167589,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 4-K70",3,3,1250-1710,1250,1710,Chiều,40,D3-5-401,NULL,76,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167589,167589,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 4-K70",4,4,1250-1710,1250,1710,Chiều,40,San KTX,NULL,76,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167589,167589,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 4-K70",5,5,1250-1710,1250,1710,Chiều,40,SanB7,NULL,76,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167589,167589,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 4-K70",6,4,0645-1105,0645,1105,Sáng,41,SanB13,NULL,76,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167589,167589,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 4-K70",7,5,1250-1710,1250,1710,Chiều,41,SanB7,NULL,76,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167589,167589,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 4-K70",8,7,0645-1105,0645,1105,Sáng,41,SanB13,NULL,76,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
20252,KGDQP,167589,167589,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,Infantry combat techniques and tactics,0(0-0-4-8),"T40,41,42 - Nhóm 4-K70",9,2,1250-1710,1250,1710,Chiều,42,San KTX,NULL,76,75,Kết thúc ĐK,TH,AB,CT CHUẨN,
