code,name,duration,credits,tuition_credits,department,prerequisite,english_name,weight
BEE4030,Phần điện NMĐ và TBA,4(4-0-0-8),4,4,VDTLT,,Electrical Components of Power Plants and Substations,0.7
BEE4040,Bảo vệ và điều khiển HTĐ I,3(3-1-0-6),3,4,VDTLT,,Power System Protection and Control I,0.7
BEE4041,Thí nghiệm HTĐ  II,1(0-0-2-2),1,3,VDTLT,,Power System Lab II,0.7
BEE4050,KTĐ cao áp I,3(3-1-0-6),3,4,VDTLT,,High Voltage Engineering I,0.7
BEE4051,Thí nghiệm HTĐ I,1(0-0-2-2),1,3,VDTLT,,Power System Lab I,0.7
BEE4060,Đồ án III,2(0-0-4-4),2,4,VDTLT,,Project III: Power Systems,0.7
BEE4061,Bảo vệ và điều khiển HTĐ II,3(3-1-0-6),3,4,VDTLT,,Power System Protection and Control II,0.7
BEE4108,Tối ưu hóa chế độ HTĐ,3(3-1-0-6),3,4,VDTLT,,Optimization of Power System Operation,0.7
BEE4112,Nhà máy thủy điện,2(2-0-0-4),2,2,VDTLT,,Hydro Power Plants,0.7
BEE4114,Quy hoạch hệ thống điện,3(3-1-0-6),3,4,VDTLT,,Electrical Power System Planning,0.7
BEE4115,Ổn định HTĐ,2(2-1-0-4),2,3,VDTLT,,Power System Stability,0.7
BEE4220,Điều khiển logic và PLC,3(3-1-0-6),3,4.5,VDTLT,,Logic Control and PLC,0.7
BEE4240,Trang bị điện - điện tử các máy CN,4(3-1-0-8),4,4,VDTLT,,Electrical-Electronic Equipments of Industrial Machines,0.7
BEE4336,Thiết kế hệ thống điều khiển ĐTCS,3(3-1-0-6),3,4,VDTLT,,Design of Power Electronics Control Systems,0.7
BEE4340,Đồ án chuyên ngành,2(0-0-4-4),2,4,VDTLT,,Senior Design Project,0.7
BEE4341,Kỹ thuật robot,3(3-1-0-6),3,4,VDTLT,,Robot Engineering,0.7
BEE4403,Thiết bị nén và thủy lực trong TĐH,3(3-1-0-6),3,4.5,VDTLT,,Pneumatic and Hydraulic Systems,0.7
BEE4435,Hệ thống điều khiển số,3(3-1-0-6),3,4,VDTLT,,Digital Control Systems,0.7
BEE5010,Đồ án tốt nghiệp,9(0-0-18-18),9,22.5,VDTLT,,Graduation Project,0.5
BEE5020,Đồ án tốt nghiệp,9(0-0-18-18),9,22.5,VDTLT,,Graduation Project,0.5
BEE5050,Kỹ thuật điện cao áp II,2(2-1-0-4),2,3,VDTLT,,High-Voltage Engineering II,0.7
BEE5060,Sử dụng máy tính trong phân tích HTĐ,3(3-1-0-6),3,4,VDTLT,,Computer-based Analysis of Power Systems,0.7
BEE5100,Thực tập tốt nghiệp,3(0-0-6-6),3,7.5,VDTLT,,Graduation Practicum,0.5
BEE5200,Thực tập tốt nghiệp,3(0-0-6-6),3,7.5,VDTLT,,Graduation Practicum,0.5
BEM3100,Kinh tế học vi mô,3(3-1-0-6),3,4,VDTLT,,Microeconomics,0.7
BEM3110,Kinh tế học vĩ mô,3(3-1-0-6),3,4,VDTLT,,Macroeconomics,0.7
BEM3111,Quản trị học,3(3-1-0-6),3,4,VDTLT,,Management Science,0.7
BEM3130,Kinh tế lượng,3(3-0-0-6),3,3,VDTLT,,Econometrics,0.7
BEM3140,Kinh tế học quốc tế,2(2-0-0-4),2,2,VDTLT,,International Economics,0.7
BEM3170,Văn hóa kinh doanh,2(2-0-0-4),2,2,VDTLT,,Business Culture,0.7
BEM3190,Hành vi tổ chức,2(2-0-0-4),2,2,VDTLT,,Organizational Behaviors,0.7
BEM3210,Marketing cơ bản,3(3-0-0-6),3,3,VDTLT,,Fundamentals of Marketing,0.7
BEM3220,Luật kinh doanh,3(3-0-0-6),3,3,VDTLT,,Business Law,0.7
BEM3230,Thống kê ứng dụng,3(3-0-0-6),3,3,VDTLT,,Applied Statistics,0.7
BEM3500,Nguyên lý kế toán,3(3-0-0-6),3,3,VDTLT,,Principles of Accounting,0.7
BEM3522,Quản trị tài chính,3(3-1-0-6),3,4,VDTLT,,Financial Management,0.7
BEM4211,Anh văn ngành QTKD,3(3-0-0-6),3,3,VDTLT,,English for Business Administration,0.7
BEM4212,Phân tích hoạt động kinh doanh,3(3-0-0-6),3,3,VDTLT,,Corporate Performance Analysis,0.7
BEM4218,Hệ thống thông tin QT,3(3-0-0-6),3,3,VDTLT,,Management Information Systems,0.7
BEM4312,Quản trị marketing,3(3-1-0-6),3,4,VDTLT,,Marketing Management,0.7
BEM4350,Thực tập tốt nghiệp,2(0-4-0-8),2,5,VDTLT,,Graduation Internship,0.5
BEM4351,Khóa luận tốt nghiệp,6(1-10-0-12),6,15,VDTLT,,Graduation Thesis,0.5
BEM4412,Quản trị chất lượng,2(2-1-0-4),2,3,VDTLT,,Quality Management,0.7
BEM4413,Quản trị nhân lực,3(3-0-0-6),3,3,VDTLT,,Human Resource Management,0.7
BEM4415,Quản trị công nghệ,2(2-0-0-4),2,2,VDTLT,,Technology Management,0.7
BEM4416,Quản trị chiến lược,3(3-0-0-6),3,3,VDTLT,,Strategy Management,0.7
BEM4417,Quản trị sản xuất,3(3-1-0-6),3,4,VDTLT,,Operations Management,0.7
BEM4435,Quản trị dự án,3(3-0-0-6),3,3,VDTLT,,Project Management,0.7
BEM4720,Kế toán doanh nghiệp,3(3-1-0-6),3,4,VDTLT,,Corporate Accounting,0.7
BF1016,Sinh học đại cương,4(3-1-0.5-8),4,5,THKHSS,,General Biology,0.7
BF1601,Sinh học đại cương,3(2-1-1-6),3,4.5,THKHSS,,Introductory Biology,0.6
BF2010,Hóa sinh thực phẩm,3(3-0-0-6),3,3,THKHSS,,Food Biochemistry,0.7
BF2011,Thí nghiệm hóa sinh thực phẩm,3(0-0-6-6),3,9,THKHSS,BF2010=,Food Biochemistry Lab,1
BF2012,Vi sinh vật thực phẩm,2(2-0-0-4),2,2,THKHSS,BF2010=,Food Microbiology,0.7
BF2013,Thí nghiệm vi sinh vật thực phẩm,3(0-0-6-6),3,9,THKHSS,BF2012=,Food Microbiology Lab,0.7
BF2020,Technical Writing and Presentation,3(2-2-0-6),3,4,THKHSS,BF2702/BF2702E/BF3507/BF3507E,Technical Writing and Presentation,0.6
BF2023,Nhập môn công nghệ thực phẩm,3(2-0-2-6),3,5,THKHSS,,Introduction to Food Engineering,0.7
BF2110,Hoá sinh,4(4-0-0-8),4,4,THKHSS,CH3223,Biochemistry,0.7
BF2111,TN Hóa sinh,2(0-0-4-4),2,6,THKHSS,BF2110=,Biochemistry Lab,0.7
BF2112,Nhập môn KT sinh học,2(2-0-1-4),2,3.5,THKHSS,,Introduction to Biological Engineering,0.7
BF2410,Công nghệ sinh học đại cương,3(3-1-0-6),3,4,THKHSS,,General Biotechnology,0.7
BF2511,Nhập môn Công nghệ thực phẩm,2(2-0-1-4),2,3.5,THKHSS,,Introduction to Food Technology,0.6
BF2511E,Nhập môn Công nghệ thực phẩm,1(1-0-1-2),1,2.5,THKHSS,,Introduction to Food Technology,0.7
BF2571E,Kỹ thuật các quá trình CNTP I,2(2-0-1-4),2,3.5,THKHSS,,Processes in Food engineering I,0.7
BF2572E,Kỹ thuật các Quá trình trong CNTP II,3(2-1-1-6),3,4.5,THKHSS,,Processes in Food engineering II,0.7
BF2573E,Kỹ thuật các Quá trình trong CNTP III,3(2-1-1-6),3,4.5,THKHSS,,Processes in Food Engineering III,0.7
BF2601,Hóa sinh y sinh,3(2-1-1-6),3,4.5,THKHSS,BF1601,Biomedical Biochemistry,0.6
BF2701,Nhập môn kỹ thuật sinh học,2(1-1-1-4),2,3.5,THKHSS,,Introduction to Biotechnology,0.5
BF2701E,Nhập môn Kỹ thuật Sinh học,3(3-0-0-6),3,3,THKHSS,,Introduction to Biotechnology,0.7
BF2702,Hóa sinh,4(4-0-0-8),4,4,THKHSS,CH3224,Biochemistry,0.6
BF2702E,Hoá sinh,4(4-0-0-8),4,4,THKHSS,CH3224E,Biochemistry,0.7
BF2703,Thí nghiệm hóa sinh,2(0-0-4-4),2,6,THKHSS,"CH3318,BF2702=",Laboratory Experiments in Biochemistry,0.8
BF2703E,Thí nghiệm hóa sinh,2(0-0-4-4),2,4,THKHSS,CH3318E,Biochemistry Lab,0.7
BF2901,Nhập môn công nghệ thực phẩm,2(2-0-1-4),2,3.5,THKHSS,,Introduction to Food Technology,0.7
BF3010,Hóa sinh,3(3-0-0-6),3,3,THKHSS,"CH3223,CH3306=",Biochemistry,0.7
BF3011,Hóa sinh đại cương,4(3-1-2-8),4,7,THKHSS,,General Biochemistry,0.7
BF3012,Vi sinh vật thực phẩm,3(3-0-0-6),3,3,THKHSS,BF3010/BF3050,Food Microbiology,0.7
BF3013,TN Vi sinh vật thực phẩm,2(0-0-4-4),2,6,THKHSS,BF3012=,Food Microbiology Lab,0.7
BF3014,Quá trình và thiết bị cơ học,3(2-1-1-6),3,4.5,THKHSS,,Mechanical Process and Equipment,0.7
BF3015,Quá trình và thiết bị chuyển khối,3(2-1-1-6),3,4.5,THKHSS,BF3016,Mass Transfer Process and Equipment,0.7
BF3016,Quá trình và thiết bị truyền nhiệt,2(2-0-1-4),2,3.5,THKHSS,,Heat Transfer Process and Equipment,0.7
BF3017,Đồ án I – Quá trình và thiết bị,1(0-0-2-2),1,2,THKHSS,"ME2015,BF3014,BF3016=",Project I: Processes and Equipments,0.7
BF3018,Quản lý chất lượng trong công nghệ thực phẩm,2(2-0-0-4),2,2,THKHSS,"BF3012,BF3032",Quality Management in Food Technology,0.7
BF3019,Kỹ thuật đo lường và lý thuyết điều khiển tự động,3(3-0-1-6),3,4.5,THKHSS,,Process Measurement and Control,0.7
BF3020,Hóa sinh thực phẩm,2(2-1-0-4),2,3,THKHSS,BF3010,Food Biochemistry,0.8
BF3021,Hóa sinh thực phẩm,2(2-1-0-4),2,3,THKHSS,"BF3010,CH3306",Food Biochemistry,0.8
BF3022,Kỹ thuật xử lý chất thải trong công nghiệp thực phẩm,2(1-2-0-4),2,3,THKHSS,"(BF3010/BF3050),BF3012,BF3023",Waste Treatment in Food Industry,0.7
BF3023,Nhập môn KT Thực phẩm,2(2-0-1-4),2,3.5,THKHSS,,Introduction to Food Engineering,0.7
BF3030,Vi sinh đại cương,3(3-1-1-6),3,5.5,THKHSS,,General Microbiology,0.6
BF3031,Vi sinh đại cương,4(3-0-2-8),4,6,THKHSS,,General Microbiology,0.7
BF3032,Dinh dưỡng và an toàn thực phẩm,3(2-2-0-4),3,4,THKHSS,BF3010/BF3012/BF3050,Nutrition and Food Safety,0.7
BF3033,Các phương pháp phân tích và kiểm tra chất lượng thực phẩm,4(3-0-2-8),4,6,THKHSS,"CH3306/(CH3316,CH3318)",Food Quality Analysis and Inspection,0.7
BF3040,Vi sinh thực phẩm,2(2-1-1-6),2,4.5,THKHSS,,Food Microbiology,0.6
BF3041,Vi sinh thực phẩm,2(2-1-1-6),2,4.5,THKHSS,,Food Microbiology,0.6
BF3050,Hoá sinh,4(4-0-0-8),4,4,THKHSS,"CH3223,(CH3316,CH3318)/CH3306=",Biochemistry,0.7
BF3060,Công nghệ môi trường đại cương,2(2-1-0-4),2,3,THKHSS,,General environment Technology,0.8
BF3070,Kỹ thuật thực phẩm đại cương,3(3-0-0-6),3,3,THKHSS,,General Food Engineering,0.8
BF3080,Quá trình và thiết bị cơ học,3(3-1-0-6),3,4,THKHSS,,Mechanical Process and Equipment,0.8
BF3090,Quá trình và thiết bị nhiệt,3(3-1-0-6),3,4,THKHSS,HE2010,Heat transfer Process and Equipment,0.8
BF3091,TN Hóa sinh,2(0-0-4-4),2,6,THKHSS,BF3050=/BF3010=,Biochemistry Lab,1
BF3110,Quá trình và thiết bị chuyển khối,3(3-1-0-6),3,4,THKHSS,,Mass Transfer Process and Equipment,0.8
BF3111,Vi sinh vật,3(3-0-0-6),3,3,THKHSS,BF2110,Microbiology,0.7
BF3112,TN Vi sinh vật,2(0-0-4-4),2,6,THKHSS,"BF3111=,BF2111",Microbiology Lab,0.7
BF3113,Sinh học tế bào và miễn dịch,4(3-1-1-8),4,5.5,THKHSS,"(BF2110,BF2112)/(BF3350,BF3370)",Cellular and Immunological Biology,0.7
BF3114,Sinh thái học môi trường,3(3-0-0-6),3,3,THKHSS,BF3111,Environmental Ecology,0.7
BF3115,Di truyền học và sinh học phân tử,3(2-2-0-6),3,4,THKHSS,"BF2110/(BF3350,BF3370)",Genetics and Molecular Biology,0.7
BF3116,Kỹ thuật gen,3(2-1-1-6),3,4.5,THKHSS,"BF3112,BF3115/(BF3119,BF3199)",Genetic Engineering,0.7
BF3117,Phương pháp phân tích trong CNSH,2(2-0-1-4),2,3.5,THKHSS,"CH3306/(CH3316,CH3318),CH3080,BF2110",Instrumental Analysis in Biotechnology,0.7
BF3119,Miễn dịch học,2(2-0-0-4),2,2,THKHSS,,Immunology,0.7
BF3120,Quá trình và thiết bị sinh học,2(2-1-0-6),2,3,THKHSS,BF3070,Biological Process Engineering,0.8
BF3121,Quá trình và thiết bị CNSH,2(2-0-0-4),2,2,THKHSS,"CH3402,CH3431",Biological Process and Equipment,0.7
BF3122,Đồ án chuyên ngành,2(0-4-0-4),2,4,THKHSS,BF3121=,Project in Biological Engineering,0.5
BF3123,Tin sinh học,2(1-0-2-4),2,4,THKHSS,IT1110,Bioinformatics,0.7
BF3124,Hệ thống quản lý chất lượng trong CNSH,2(2-1-0-4),2,3,THKHSS,BF2110,Quality Management Systems in Biotechnology,0.7
BF3125,Kỹ thuật đo lường và điều khiển quá trình công nghệ,2(2-0-1-4),2,3.5,THKHSS,BF3121/BF3120,Process Measurement and Control,0.7
BF3130,Quản lý chất lượng trong CNTP,3(3-1-0-6),3,4,THKHSS,MI2020,Quality Management in Food Technology,0.7
BF3131,Quản lý chất lượng trong CNTP,3(3-1-0-6),3,4,THKHSS,,Quality Management in Food Technology,0.7
BF3140,Phụ gia thực phẩm,2(2-1-0-4),2,3,THKHSS,"BF3010,BF3020,BF3030, BF3040",Food Additives,0.7
BF3150,Bao bì thực phẩm,2(2-1-0-4),2,3,THKHSS,,Food Packaging,0.7
BF3160,Dinh dưỡng an toàn thực phẩm,2(2-0-0-4),2,2,THKHSS,,Nutrition and Food Safety,0.7
BF3170,Phương pháp phân tích bằng dụng cụ trong CNTP,2(2-1-0-4),2,3,THKHSS,"CH3304,CH3002",Instrumental Analysis in Food Technology,0.7
BF3180,Phân tích cảm quan thực phẩm,3(2-1-1-6),3,4.5,THKHSS,MI2020,Food Sensory Analysis,0.7
BF3181,Phân tích cảm quan thực phẩm,3(2-1-1-6),3,4.5,THKHSS,,Food Sensory Analysis,0.7
BF3190,Phân tích cơ lý hóa thực phẩm,3(2-1-1-6),3,4.5,THKHSS,"CH3002,CH3304,BF3010,BF3020",Food Analysis,0.7
BF3191,Phân tích cơ lý hóa thực phẩm,3(2-1-1-6),3,4.5,THKHSS,,Food Analysis,0.7
BF3199,Sinh học tế bào,2(2-0-1-4),2,3.5,THKHSS,,Cell biology,0.7
BF3200,Phân tích vi sinh vật thực phẩm,3(2-1-1-6),3,4.5,THKHSS,"BF3010,BF3020,BF3030,BF3040,CH3304,CH3002",Food Microbial Analysis,0.8
BF3201,Phân tích vi sinh vật thực phẩm,3(2-1-1-6),3,4.5,THKHSS,,Food Microbial Analysis,0.8
BF3210,Ngoại ngữ chuyên ngành I,2(2-1-0-4),2,3,THKHSS,,English for Food technology I,0.7
BF3211,Pháp chuyên ngành I,2(2-1-0-4),2,3,THKHSS,,French for Food technology I,0.7
BF3220,Ngoại ngữ chuyên ngành II,2(2-1-0-4),2,3,THKHSS,,English for Food technology II,0.7
BF3221,Ngoại ngữ chuyên ngành II,2(2-1-0-4),2,3,THKHSS,,French for Food technology II,0.7
BF3230,Cơ sở lập dự án thiết kế NMTP-SH,2(2-1-0-4),2,3,THKHSS,,Fundamentals of Plant Design,0.8
BF3250,Thực tập nhận thức,2(0-0-4-8),2,4,THKHSS,"BF3070,BF3080,BF3090",Introductory Practicum,0.8
BF3350,Hóa sinh đại cương,4(3-1-2-8),4,7,THKHSS,,General Biochemistry,0.7
BF3360,Vi sinh vật học đại cương,4(3-1-2-8),4,7,THKHSS,,General Microbiology,0.6
BF3370,Hóa sinh công nghiệp,2(2-1-0-4),2,3,THKHSS,BF3350,Industrial Biochemistry,0.8
BF3380,Sinh học tế bào,3(2-1-1-6),3,4.5,THKHSS,,Cellular Biology,0.8
BF3390,Vi sinh vật học ứng dụng,2(2-1-0-4),2,3,THKHSS,BF3360,Applied Microbiology,0.6
BF3400,Ngoại ngữ chuyên ngành,2(2-1-0-4),2,3,THKHSS,,English for Biotechnology,0.7
BF3410,Sinh học phân tử,2(2-1-0-4),2,3,THKHSS,,Molecular Biology,0.7
BF3420,Di truyền học,2(2-1-0-4),2,3,THKHSS,"BF3370,BF3380,BF3410",Genetics,0.8
BF3430,Các phương pháp phân tích bằng công cụ trong CNSH,3(2-1-1-6),3,4.5,THKHSS,,Instrumental Analysis in Biotechnology,0.8
BF3440,Tối ưu hóa các QT trong CNSH,2(2-1-0-4),2,3,THKHSS,,Process Optimization in Biotechnology,0.8
BF3450,Thực tập nhận thức,2(0-0-4-8),2,4,THKHSS,"BF3370,BF3390,CH3411",Introductory Practicum,1
BF3460,Kỹ thuật đo lường và điều khiển quá trình công nghệ,3(3-1-0.5-4),3,5,THKHSS,,Process Measurement and Control,0.8
BF3480,Quá trình và thiết bị 3,3(2-1-0-6),3,3,THKHSS,,Procces Engineering and Equipment 3,0.7
BF3490,Sinh hóa miễn dịch,2(2-1-0-4),2,3,THKHSS,BF3350,Immunological Biochemistry,0.8
BF3501,Thí nghiệm vi sinh vật thực phẩm,2(0-0-4-4),2,6,THKHSS,,Laboratory Experiments in Food Microbiology,0.7
BF3501E,Thí nghiệm vi sinh vật thực phẩm,2(0-0-4-4),2,6,THKHSS,"(BF3508E,BF3509E)=",Microbiology Lab,0.5
BF3507,Hoá sinh,4(4-0-0-8),4,4,THKHSS,,Biochemistry,0.6
BF3507E,Hoá sinh,4(4-0-0-8),4,4,THKHSS,,Biochemistry,0.7
BF3508,Thí nghiệm hóa sinh,2(0-0-4-4),2,6,THKHSS,"CH3318,CH3082,BF3507=",Laboratory Experiments in Biochemistry,0.8
BF3508E,Thí nghiệm hóa sinh,2(0-0-4-4),2,6,THKHSS,,Biochemistry Lab,0.5
BF3509,Vi sinh vật thực phẩm,3(3-0-0-6),3,3,THKHSS,,Food Microbiology,0.6
BF3509E,Vi sinh vật đại cương,3(3-0-0-6),3,3,THKHSS,BF3507E,General Microbiology,0.7
BF3513,Công nghệ thực phẩm đại cương,3(3-0-0-6),3,3,THKHSS,"BF2511!,BF3507,BF3509,BF3531",General Food Technology,0.7
BF3513E,Công nghệ thực phẩm đại cương,3(3-0-0-6),3,3,THKHSS,,General Food Technology,0.7
BF3514,Dinh dưỡng,2(2-0-0-4),2,2,THKHSS,BF3507,Nutrition,0.7
BF3514E,Dinh dưỡng,2(2-0-0-4),2,2,THKHSS,BF3507E,Nutrition,0.7
BF3515,An toàn thực phẩm,2(2-0-0-4),2,2,THKHSS,BF3509,Food Safety,0.7
BF3515E,An toàn thực phẩm,2(2-0-0-4),2,2,THKHSS,BF3509E,Food safety,0.7
BF3522,Vật lý học Thực phẩm,2(2-0-0-4),2,2,THKHSS,BF3531,Food Physics,0.6
BF3522E,Vật lý học thực phẩm,2(2-0-0-4),2,2,THKHSS,BF2571E,Food Physic,0.7
BF3524,Phương pháp đánh giá chất lượng thực phẩm,4(3-0-2-8),4,6,THKHSS,"BF3507,CH3081,CH3316",Analytical methods in Food quality assesment,0.7
BF3524E,Phương pháp đánh giá chất lượng thực phẩm,4(3-0-2-8),4,6,THKHSS,BF3507E,Food Quality Analysis,0.7
BF3525,Quản lý chất lượng trong công nghiệp thực phẩm,2(2-0-0-4),2,2,THKHSS,BF3513,Food Quality Management,0.7
BF3525E,Quản lý chất lượng trong công nghiệp thực phẩm,3(3-0-0-6),3,3,THKHSS,,Quality management in Food Industry,0.7
BF3531,Quá trình và thiết bị CNTP I,2(2-0-1-4),2,3.5,THKHSS,,Process and Equipment in Food Technology I,0.7
BF3532,Quá trình và thiết bị CNTP II,3(2-1-1-6),3,4.5,THKHSS,,Process and Equipment in Food Technology II,0.7
BF3533,Quá trình và thiết bị CNTP III,3(2-1-1-6),3,4.5,THKHSS,,Process and Equipment in Food Technology III,0.7
BF3534,Kỹ thuật đo lường và lý thuyết điều khiển tự động trong CNTP,3(3-0-1-6),3,4.5,THKHSS,,Techniques for measuring and Control of technological processes,0.7
BF3534E,Kỹ thuật đo lường và lý thuyết ĐKTĐ trong CNTP,3(3-0-1-6),3,4.5,THKHSS,,Measurement Techniques and Automated Control Theory in Food Technology,0.7
BF3536,Đồ án I – Quá trình và thiết bị CNTP,1(0-2-0-2),1,2,THKHSS,,Project I- Process and Equipment in Food Technology,0.5
BF3550,An toàn sinh học,2(2-1-0-4),2,3,THKHSS,BF3420,Biosafety,0.6
BF3560,Thực tập kỹ thuật,2(0-0-4-8),2,4,THKHSS,BF3480,Engineering Practicum,0.8
BF3601,Sinh học tế bào và miễn dịch học,3(2-1-1-6),3,4.5,THKHSS,"BF1601!, BF2601",Cell Biology and Immunology,0.6
BF3602,Sinh học phân tử,3(2-1-1-6),3,4.5,THKHSS,"BF1601!, BF2601",Molecular Biology,0.6
BF3700,Kỹ thuật an toàn và môi trường,2(2-1-0-6),2,3,THKHSS,,Safety and Environmental Engineering,0.8
BF3701,Vi sinh vật I,3(3-0-0-6),3,3,THKHSS,BF2702,Microbiology I,0.7
BF3701E,Vi sinh vật I,3(3-0-0-6),3,3,THKHSS,BF2702E,Microbiology I,0.7
BF3702,Thí nghiệm vi sinh vật,2(0-0-4-4),2,6,THKHSS,"BF3701=,BF2703=",Expriments in microbiology,0.7
BF3702E,Thí nghiệm vi sinh vật,2(0-0-4-4),2,4,THKHSS,BF3701E,Experiments in Microbiology,0.7
BF3703,Sinh học tế bào,2(2-0-1-4),2,3.5,THKHSS,"BF2702,BF3701=",Cell biology,0.7
BF3703E,Sinh học tế bào,2(2-0-1-4),2,3.5,THKHSS,BF2702E,Cell Biology,0.7
BF3704,Miễn dịch học,2(2-0-0-4),2,2,THKHSS,"BF2702,BF3703=",Immunology,0.7
BF3704E,Miễn dịch học,2(2-0-0-4),2,2,THKHSS,BF2702E,Immunology,0.7
BF3705,Di truyền học và Sinh học phân tử,3(2-2-0-6),3,4,THKHSS,BF2702,Genetics and molecular biology,0.7
BF3705E,Di truyền học và Sinh học phân tử,3(2-2-0-6),3,4,THKHSS,BF2702E,Genetics and Molecular Biology,0.7
BF3706,Kỹ thuật gen,2(2-0-1-4),2,3.5,THKHSS,BF3705,Genetic engineering,0.7
BF3706E,Kỹ thuật gen,2(2-0-1-4),2,3.5,THKHSS,"BF2702E,BF3703E,BF3705E=",Genetic Engineering,0.7
BF3707,Tin sinh học,2(1-2-0-4),2,3,THKHSS,BF3705,Bioinformatics,0.6
BF3707E,Tin sinh học,2(1-2-0-4),2,3,THKHSS,BF2702E,Bioinformatics,0.6
BF3708,Phương pháp phân tích trong CNSH,2(2-0-1-4),2,3.5,THKHSS,BF2703,Analytical method in biotechnology,0.6
BF3708E,Phương pháp phân tích trong CNSH,2(2-0-1-4),2,3.5,THKHSS,"CH3316E,CH3318E,BF2702E",Analytical Methods in Biotechnology,0.6
BF3709E,Quá trình và thiết bị,3(2-2-0-6),3,4,THKHSS,"PH1016,PH1026,CH3081E",Process and Equipment,0.7
BF3710,Kỹ thuật điều khiển tự động,3(3-1-1-6),3,5.5,THKHSS,,Process Control,0.8
BF3710E,Quá trình và thiết bị CNSH,2(2-1-0-4),2,3.5,THKHSS,"BF3701E,BF3709E=",Process and Equipment in Biotechnology,0.7
BF3711,Quá trình và thiết bị CNSH I,2(1-1-1-4),2,3.5,THKHSS,PH1111,Process and equipment in biotechnology I,0.7
BF3711E,Vật liệu sinh học,2(2-1-0-4),2,3,THKHSS,,Biomaterial,0.7
BF3712,Quá trình và thiết bị CNSH II,3(2-1-1-6),3,4.5,THKHSS,"PH1111,PH1121,CH3081",Process and equipment in biotechnology II,0.7
BF3713,Quá trình và thiết bị CNSH III,2(2-1-0-4),2,3,THKHSS,"BF3701,BF3712=",Process and equipment for biotechnology III,0.6
BF3714,Đồ án quá trình và thiết bị CNSH,1(0-2-0-2),1,2,THKHSS,"BF3711,BF3712",Project of processing and equipment in biotechnology,0.5
BF3811,Nguyên liệu và phụ gia thực phẩm,2(2-0-0-4),2,2,THKHSS,,Food Materials and Additives,0.7
BF3813,Bảo quản thực phẩm,2(2-0-0-4),2,2,THKHSS,,Food Preservation,0.7
BF3814,Quá trình và thiết bị cơ học,2(2-0-0-4),2,2,THKHSS,,Mechanical Process and Equipment,0.7
BF3815,Quá trình và thiết bị chuyển khối,2(2-0-0-4),2,2,THKHSS,,Mass Transfer Process and Equipment,0.7
BF3816,Quá trình và thiết bị truyền nhiệt,2(2-0-0-4),2,2,THKHSS,,Heat Transfer Process and Equipment,0.7
BF3817,Đồ án I - Quá trình thiết bị,2(0-0-4-4),2,4,THKHSS,,Project I: Processes and Equipments,0.7
BF3818,Đồ án II – Công nghệ thực phẩm,2(0-0-4-4),2,4,THKHSS,,Project II: Food-Processing,0.7
BF3819,Công nghệ sản xuất thực phẩm,4(4-0-0-8),4,4,THKHSS,,Food Processing,0.7
BF3827,Thí nghiệm quá trình và thiết bị,2(0-0-4-4),2,6,THKHSS,,Practical work in processing and equipment,0.7
BF3831,Các phương pháp phân tích và kiểm tra chất lượng thực phẩm(CN),3(2-0-2-6),3,5,THKHSS,,Food Quality Analysis and Inspection,0.7
BF3840,Hệ thống Quản lý chất lượng thực phẩm,2(2-0-0-4),2,2,THKHSS,,Food Quality Management Systems,0.7
BF4010,Thực tập kỹ thuật,2(0-0-4-8),2,4,THKHSS,,Engineering Practicum,0.8
BF4020,Đồ án chuyên ngành,2(0-3-0-6),2,4,THKHSS,BF4010,Project in Food Engineering,0.8
BF4030,CN dầu béo- chất thơm,2(2-0-1-4),2,3.5,THKHSS,,Vegetable and Essential Oil Technology,0.7
BF4040,CN Đường,2(2-0-1-4),2,3.5,THKHSS,,Sugar Technology,0.7
BF4050,CN bánh kẹo,2(2-0-1-4),2,3.5,THKHSS,,Bakery and Confectionery Technology,0.7
BF4060,CN chè Cà phê,2(2-0-1-4),2,3.5,THKHSS,,Tea and Coffee Technology,0.7
BF4070,CN thuốc lá,2(2-0-1-4),2,3.5,THKHSS,,Tobacco Technology,0.7
BF4080,Kỹ thuật lạnh thực phẩm,2(2-1-0.5-4),2,4,THKHSS,,Food Refrigeration Engineering,0.8
BF4090,Công nghệ các sản phẩm sữa,2(2-0-1-4),2,3.5,THKHSS,,Dairy Product Technology,0.7
BF4092,Hóa sinh thực phẩm,3(3-0-0-6),3,3,THKHSS,,Food Biochemistry,0.7
BF4093,Thí nghiệm hóa sinh thực phẩm,3(0-0-6-6),3,9,THKHSS,,Food Biochemistry Lab,0.7
BF4094,Vi sinh vật thực phẩm,2(2-0-0-4),2,2,THKHSS,,Food Microbiology,0.7
BF4095,Thí nghiệm vi sinh vật thực phẩm,3(0-0-6-6),3,9,THKHSS,,Food Microbiology Lab,0.7
BF4100,Thông gió hút bụi và điều hòa không khí,2(2-0-0-4),2,2,THKHSS,,Air conditioning and ventilating,0.8
BF4110,Kỹ thuật bảo quản và chế biến hải sản,2(2-0-1-4),2,3.5,THKHSS,,Seafood Processing and Preservation,0.8
BF4120,Công nghệ bảo quản và chế biến rau quả,2(2-0-1-4),2,3.5,THKHSS,,Fruit and Vegetable Preservation and Processing,0.7
BF4130,Công nghệ chế biến lương thực,2(2-0-1-4),2,3.5,THKHSS,,Cereal Processing,0.7
