code,name,duration,credits,tuition_credits,department,prerequisite,english_name,weight
ME2201,Đồ họa kỹ thuật II,2(2-1-0-4),2,3,TCK,,Technical Graphics II,0.7
ME2201E,Đồ họa kỹ thuật II,2(2-1-0-4),2,3,TCK,,Technical Graphics II,0.7
ME2201Q,Đồ họa kỹ thuật II,2(2-1-0-4),2,3,TCK,,Technical Graphics II,0.7
ME2202,Sức bền vật liệu II,2(2-0-1-4),2,3.5,TCK,,Strength of Materials 2,0.7
ME2202E,Sức bền vật liệu II,2(2-0-1-4),2,3.5,TCK,,Strength of Materials 2,0.7
ME2203,Nguyên lý máy,2(2-0-1-4),2,3.5,TCK,,Theory of Machine and Mechanism,0.6
ME2203E,Nguyên lý máy,2(2-0-1-4),2,3.5,TCK,,Theory of Machine and Mechanism,0.6
ME2203Q,Nguyên lý máy,2(2-0-1-4),2,3.5,TCK,,Theory of Machine and Mechanism,0.6
ME2207Q,Thiết kế hệ thống cơ khí,2(2-0-1-4),2,3.5,TCK,,Mechanical Engineering Design,0.7
ME2208Q,Kỹ thuật sáng tạo,2(2-0-1-4),2,3.5,TCK,,Creative Engineering,0.7
ME2210,Nhập môn cơ học kỹ thuật,2(2-0-1-3),2,3.5,TCK,,Introduction to Engineering Mechanics,0.5
ME2211,Cơ học kỹ thuật II,3(2-2-0-6),3,4,TCK,,Engineering Mechanics II,0.7
ME2211E,Cơ học kỹ thuật II,3(2-2-0-6),3,4,TCK,,Engineering Mechanics II,0.7
ME2215,Cơ học kỹ thuật 1,2(2-1-0-3),2,3,TCK,,Engineering Mechanics 1,0.7
ME2811Q,Tính toán và lập trình Matlab,2(2-1-0-4),2,3,TCK,,Computing and Programming with MATLAB,0.7
ME2822Q,Hệ thống điều khiển,3(3-1-0-6),3,4,TCK,,Control Systems,0.7
ME2823Q,Cơ khí đại cương,2(2-0-1-4),2,3.5,TCK,,Introductory Mechanical Engineering,0.7
ME2824Q,Hệ thống điều khiển,2(2-1-0-4),2,3,TCK,,Control Systems,0.7
ME3006,Kỹ năng giao tiếp nhóm,3(2-1-0-6),3,3,TCK,,Group Communication,0.5
ME3010,Cơ học kỹ thuật II,3(2-2-0-6),3,4,TCK,ME2140/ME2142,Engineering Mechanics II,0.7
ME3010Q,Cơ học kỹ thuật 2,3(2-2-0-4),3,4,TCK,,Engineering Mechanics 2,0.7
ME3011,Cơ học kỹ thuật 2,2(2-1-0-4),2,3,TCK,,Engineering Mechanics 2,0.7
ME3013,Cơ học kỹ thuật 3,2(2-1-0-4),2,3,TCK,,Engineering Mechanics 3,0.7
ME3016,Kinh tế công nghiệp,3(2-1-0-6),3,3,TCK,,Industrial Economics,0.7
ME3020,Vẽ kỹ thuật II,2(2-1-0-4),2,3,TCK,ME2020,Technical Drawing II,0.7
ME3021,Cơ học kỹ thuật II,2(2-1-0-4),2,3,TCK,,Engineering Mechanics II,0.7
ME3026,Động học,3(2-1-0-6),3,3,TCK,,Dynamics,0.7
ME3030,Vẽ kỹ thuật III,2(2-1-0-4),2,3,TCK,ME3020,Technical Drawing III,0.7
ME3031,Công nghệ chế tạo máy,3(3-0-1-6),3,4.5,TCK,,Manufacturing Technology,0.7
ME3031Q,Công nghệ chế tạo máy,3(3-0-1-6),3,4.5,TCK,,Manufacturing Technology,0.7
ME3036,Thực tập xưởng,2(0-0-4-4),2,4,TCK,,Workshop Practicum,0.7
ME3036Q,Thực tập xưởng,2(0-0-4-4),2,4,TCK,,Workshop Practicum,0.7
ME3040,Sức bền vật liệu I,2(2-0-1-4),2,3.5,TCK,ME2140/ME2142/ME2040,Strength of Materials I,0.6
ME3040Q,Sức bền vật liệu 1,2(2-0-1-4),2,3.5,TCK,,Strength of Materials 1,0.6
ME3041,Sức bền vật liệu,3(3-0-1-6),3,4.5,TCK,,Strength of Materials,0.7
ME3046,Sức bền vật liệu,4(3-1-0.5-8),4,5,TCK,,Strength of Materials,0.7
ME3050,Sức bền vật liệu II,2(2-0-1-4),2,3.5,TCK,ME3040/ME2101,Strength of Materials II,0.7
ME3050Q,Sức bền vật liệu II,2(2-0-1-4),2,3.5,TCK,,Strength of Materials II,0.7
ME3056,Đo lường và dụng cụ đo,3(2-1-0.5-6),3,4,TCK,,Measurement and Instrumentations,0.7
ME3060,Nguyên lý máy,3(3-0-1-6),3,4.5,TCK,ME2140/ME2142/ME2040/ME2141/ME2215/ME2112,Theory of Machinery,0.6
ME3060Q,Nguyên lý máy,3(3-0-1-6),3,4.5,TCK,,Theory of Machinery,0.6
ME3061,Cơ sở thiết kế máy,4(4-0-1-8),4,5.5,TCK,,Fundamentals of Machine Design,0.6
ME3062,Cơ sở thiết kế máy 2,2(2-1-0-4),2,3,TCK,,Fundamentals of Machine Design 2,0.7
ME3066,Đồ án thiết kế I,3(1-2-0-6),3,6,TCK,,Design Project I,0.8
ME3070,Kỹ thuật đo,3(3-0-1-6),3,4.5,TCK,ME2012/ME2015/ME2020,Measurement Techniques,0.7
ME3070Q,Kỹ thuật đo,3(3-0-1-6),3,4.5,TCK,,Measurement Techniques,0.7
ME3071,Công nghệ chế tạo máy,3(3-0-1-6),3,4.5,TCK,,Mechanical Technology,0.7
ME3072,Kỹ thuật đo,2(2-0-1-4),2,3.5,TCK,,Measurement Techniques,0.7
ME3072E,Kỹ thuật đo,2(2-0-1-4),2,3.5,TCK,,Measurement Techniques,0.7
ME3072Q,Kỹ thuật đo,2(2-0-1-4),2,3.5,TCK,,Measurement Techniques,0.7
ME3076,Thiết kế cơ khí,3(2-1-0-6),3,3,TCK,,Mechanical Design,0.7
ME3080,Kỹ thuật thủy khí,3(3-1-0.5-6),3,5,TCK,"ME2140, ME3040",Hydrodynamics,0.7
ME3081,Thiết kế hệ thống cơ điện tử,2(2-1-0-4),2,3,TCK,,Mechatronic Systems Design,0.7
ME3081Q,Thiết kế hệ thống CĐT,3(2-1-1-6),3,4.5,TCK,,Mechatronic Systems Design,0.7
ME3086,Công nghệ chế tạo máy,4(3-1-0.5-8),4,5,TCK,,Mechanical Technology,0.7
ME3087,Kỹ thuật thủy khí A,4(3-2-0.5-8),4,6,TCK,"ME2140, ME3040",Hydrodynamics A,0.7
ME3090,Chi tiết máy,3(3-0-1-6),3,4.5,TCK,ME3040/ME2101/ME2102/ME3190/ME3191/ME3041=,Machine Details,0.6
ME3090Q,Chi tiết máy,3(3-0-1-6),3,4.5,TCK,,Machine Details,0.7
ME3091,Chi tiết máy,3(3-0-1-6),3,4.5,TCK,,Machine Details,0.6
ME3096,CAD/CAM và CNC,2(1-1-0-4),2,2,TCK,,CAD/CAM and CNC,0.7
ME3100,Thực tập công nhân,4(0-0-8-8),4,8,TCK,,Workshop Practicum,1
ME3101,Chi tiết máy,2(2-0-1-4),2,3.5,TCK,,Machine Elements,0.6
ME3101E,Chi tiết máy,2(2-0-1-4),2,3.5,TCK,,Machine Elements,0.6
ME3102,Nguyên lý gia công vật liệu,2(2-0-1-4),2,3.5,TCK,,Principle of Metal Cutting,0.7
ME3103,Dung sai lắp ghép và Kỹ thuật đo,3(3-0-1-6),3,4.5,TCK,,Tolerance and Measurement,0.7
ME3104,Chế tạo phôi,2(2-0-1-4),2,3.5,TCK,,Workpiece Fabrication,0.7
ME3105Q,Chi tiết máy,3(2-1-1-6),3,4.5,TCK,,Design of Machine Elements,0.7
ME3106,Thực tập kỹ thuật,2(0-0-8-4),2,4,TCK,,Engineering Practicum,1
ME3108,Cơ học kỹ thuật II,2(2-1-0-4),2,3,TCK,,Engineering Mechanics II,0.7
ME3110,Vật liệu chất dẻo và composite,2(2-0-1-4),2,3.5,TCK,,Plastic and Composite Materials,0.7
ME3110Q,Vật liệu chất dẻo và composite,2(2-0-1-4),2,3.5,TCK,,Plastic and Composite Materials,0.7
ME3114,Phép tính ma trận trong cơ học kỹ thuật.,2(2-1-0-4),2,3,TCK,MI1030/MI1140,Matrix Computations in Engineering Mechanics,0.7
ME3115,Phương pháp số trong cơ học,3(2-2-0-6),3,4,TCK,,Numerical Methods in Mechanics,0.7
ME3117,Vật liệu hàng không,2(2-1-0-4),2,3,TCK,ME3040,Aeronautic Materials,0.7
ME3120,Kỹ thuật điều khiển tự động,3(3-0-1-6),3,4.5,TCK,,Automatic Control Engineering,0.7
ME3121,Kỹ thuật điều khiển tự động,2(2-0-1-4),2,3.5,TCK,,Automatic Control Engineering,0.7
ME3123,Thiết kế mỹ thuật công nghiệp,2(1-2-0-4),2,3,TCK,,Industrial Design,0.5
ME3123Q,Thiết kế mỹ thuật công nghiệp,2(1-2-0-4),2,3,TCK,,Industrial Design,0.5
ME3124,Thiết kế quảng bá sản phẩm,2(1-2-0-4),2,3,TCK,,Product Promotion Design,0.5
ME3124Q,Thiết kế quảng bá sản phẩm,2(1-2-0-4),2,3,TCK,,Product Promotion Design,0.5
ME3130,Đồ án chi tiết máy,2(0-0-4-4),2,4,TCK,"((ME3191/ME3050),(ME3090/ME3220))/ME3191/ME3061",Project in Machine Details,1
ME3130Q,Đồ án chi tiết máy,2(0-0-4-4),2,4,TCK,,Project in Machine Details,0.7
ME3131,Đồ án chi tiết máy,2(0-0-4-4),2,4,TCK,,Project in Machine Details,1
ME3132,Đồ án chi tiết máy,2(0-0-4-4),2,4,TCK,,Project in Machine Details,1
ME3140,Kỹ thuật an toàn và môi trường,2(2-1-0-4),2,3,TCK,,Safety and Environmental Engineering,0.7
ME3140Q,Kỹ thuật an toàn và môi trường,2(2-1-0-4),2,3,TCK,,Safety and Environmental Engineering,0.7
ME3150,Thực tập cơ khí,2(0-0-4-4),2,4,TCK,,Mechanical Practicum,0.7
ME3151,Thực tập nhận thức cơ khí,1(0-0-2-0),1,2,TCK,,Introductory Practicum (Mechanics),1
ME3160,Thực tập kỹ thuật,2(0-0-8-4),2,4,TCK,,Engineering Practicum,1
ME3167,Thực tập kỹ thuật ôtô,2.5(5-5-20-10),2.5,5,TCK,,Engineering Practicum (Automobile),0.7
ME3168,Robotics (BTL),3(3-1-0-6),3,4,TCK,"(ME3010/ME3011/ME2211),EE3359,ET3102",Robotics,0.6
ME3168Q,Robotics,3(3-1-0-6),3,4,TCK,,Robotics,0.6
ME3170,Công nghệ chế tạo máy,4(4-0-1-8),4,5.5,TCK,,Mechanical Technology,0.7
ME3170Q,Công nghệ chế tạo máy,4(4-0-1-8),4,5.5,TCK,,Mechanical Technology,0.7
ME3171,Công nghệ chế tạo máy,3(3-0-0-6),3,3,TCK,ME3230,Mechanical Technology,0.7
ME3172,Công nghệ chế tạo máy I,4(4-2-0.5-8),4,7,TCK,,Mechanical Technology I,0.7
ME3177,Công nghệ chế tạo máy C,3(3-1-0.5-6),3,5,TCK,,Mechanical Technology C,0.6
ME3178,Công nghệ chế tạo máy,2(1-1-0.5-4),2,3,TCK,,Mechanical Technology,0.7
ME3180,Đồ án công nghệ chế tạo máy,2(0-0-4-4),2,4,TCK,ME3170/ ME3172,Project in Mechanical Technology,1
ME3182,Công nghệ chế tạo máy E1,3(3-1-0.5-6),3,5,TCK,,Mechanical Technology E1,0.7
ME3184,Đồ án máy thể tích,1(0-2-0-2),1,2,TCK,,Project in Hydrostatic Machines,1
ME3186,"Máy dập CNC, PLC",2(2-1-0-4),2,3,TCK,,CNC and PLC Pressing Machines,1
ME3187,Đồ án môn học TKTT ôtô,1(0-2-0-2),1,2,TCK,,Automobile Design Project,1
ME3188,Đồ án máy bay,1(0-2-0-2),1,2,TCK,,Aircraft Project,1
ME3189,Đồ án thiết kế tàu thủy,1(0-2-0-2),1,2,TCK,ME4520,Project in Ship Design,1
ME3190,Sức bền vật liệu,2(2-0-0-4),2,2,TCK,,Strength of Materials,0.7
ME3191,Sức bền vật liệu,3(3-1-0-6),3,4,TCK,ME2040/ME2140/ME2142,Strength of Materials,0.7
ME31xx,Thực tập công nhân,4(0-0-8-8),4,8,TCK,,Workshop Practicum,0.7
ME3200,Kỹ thuật thủy khí,2(2-1-0.5-4),2,4,TCK,,Hydrodynamics,0.7
ME3201,Cơ sở Máy công cụ,2(2-0-1-4),2,3.5,TCK,,Machine Tool Fundamental,0.7
ME3201Q,Cơ sở Máy công cụ,2(2-0-1-4),2,3.5,TCK,,Fundamentals of Machine Tools,0.7
ME3202,Kỹ thuật điều khiển tự động,2(2-0-1-4),2,3.5,TCK,,Automatic Control Engineering,0.7
ME3203,Công nghệ gia công áp lực,2(2-0-1-4),2,3.5,TCK,,Preasure Manufacturing Technology,0.7
ME3205,Công nghệ chế tạo máy,3(3-0-1-6),3,4.5,TCK,,Manufacturing Technology,0.7
ME3205E,Công nghệ chế tạo máy,3(3-0-1-6),3,4.5,TCK,,Manufacturing Technology,0.7
ME3205Q,Công nghệ chế tạo máy,3(3-0-1-6),3,4.5,TCK,,Mechanical Technology,0.7
ME3206,Động học,3(2-1-1-6),3,4.5,TCK,,Dynamics,0.7
ME3209,Robotics,3(3-1-0-6),3,4,TCK,,Robotics,0.7
ME3209E,Robotics,3(3-1-0-6),3,4,TCK,,Robotics,0.7
ME3210,Nguyên lý máy,2(2-1-0-4),2,3,TCK,ME2040/ME2140/ME2142,Theory of Machinery C,0.6
ME3211,Nguyên lý máy,2(2-1-0-4),2,3,TCK,,Theory of Machinery C,0.6
ME3212,Chi tiết máy,2(2-0-1-4),2,3.5,TCK,,Machine Elements,0.6
ME3212Q,Chi tiết máy,2(2-0-1-4),2,3.5,TCK,,Machine Elements,0.6
ME3213,Kỹ thuật lập trình trong CĐT,3(2-2-0-6),3,4,TCK,,Progamming Engineering in Mechatronic,0.7
ME3213E,Kỹ thuật lập trình trong CĐT,3(2-2-0-6),3,4,TCK,,Progamming Engineering in Mechatronic,0.7
ME3215,Cơ sở máy CNC,3(3-0-1-6),3,4.5,TCK,,CNC Machine Fundamental,0.7
ME3215E,Cơ sở máy CNC,3(3-0-1-6),3,4.5,TCK,,CNC Machine Fundamental,0.7
ME3215Q,Cơ sở máy CNC,3(3-0-1-6),3,4.5,TCK,,CNC Machine Fundamental,0.7
ME3216Q,Chi tiết máy,2(2-1-0-4),2,3,TCK,,Machine Elements,0.5
ME3220,Chi tiết máy C,2(2-1-0-4),2,3,TCK,,Machine Details C,0.7
ME3226Q,Đạo đức trong kỹ thuật và bảo vệ môi trường,2(2-0-0-4),2,2,TCK,,Engineering Ethics and Environmental Protection,0.7
ME3230,Dung sai và kỹ thuật đo,2(2-1-0-4),2,3,TCK,,Tolerances and Measurement Techniques,0.7
ME3232,Đồ án chi tiết máy,2(0-4-0-4),2,4,TCK,ME3090/ME3101,Project of Machine Elements,1
ME3233Q,Đồ án thiết kế cơ khí,2(0-0-4-4),2,4,TCK,,Mechanical Design Project,0.7
ME3234Q,Tổ chức và quản lý sản xuất cơ khí,2(2-0-1-4),2,3.5,TCK,,Mechanical Manufacturing Planning and Management,0.7
ME3235Q,AI trong kỹ thuật cơ khí,2(2-1-0-4),2,3,TCK,,AI in Mechanical Engineering,0.7
ME3236Q,Hệ thống sản xuất tiên tiến,2(2-0-1-4),2,3.5,TCK,,Smart Manufacturing Systems,0.7
ME3250,Nguyên lý máy D,2(2-0-0-4),2,2,TCK,,Theory of Machinery D,0.6
ME3252,Vật liệu chất dẻo và composite,2(2-0-0-4),2,2,TCK,,Plastic and Composite Materials,0.7
ME3260,Thiết kế dụng cụ cắt,3(3-0-1-6),3,4.5,TCK,,Design of Cutting Tools,0.7
ME3266,Thiết bị gia công áp lực,3(3-0-1-6),3,4.5,TCK,,Equipment for Metal Forming,0.7
ME3267,Các quá trình hàn,2(2-0-1-4),2,3.5,TCK,,Welding Processes,0.7
ME3300,Kỹ thuật lập trình trong cơ điện tử,3(2-2-0-6),3,4,TCK,,Programming in Mechatronics,0.7
ME3300Q,Kỹ thuật lập trình trong cơ điện tử,3(2-2-0-6),3,4,TCK,,Programming in Mechatronics,0.7
ME3301,Kỹ thuật lập trình trong cơ điện tử,2(2-1-0-4),2,3,TCK,,Programming in Mechatronics,0.7
ME3330,Xử lý tín hiệu số và Kỹ thuật đo dao động,2(2-1-0-4),2,3,TCK,,Digital Signal Processing,0.7
ME3340,Vật liệu kỹ thuật đại cương,3(3-0-0-6),3,3,TCK,,Introduction to Engineering Materials,0.7
ME3400,Kỹ thuật thủy khí C,2(2-1-0.5-4),2,4,TCK,ME3040/ME2030,Hydrodynamics C,0.7
ME3811Q,Thực tập xưởng trên máy CNC,2(0-0-4-4),2,4,TCK,,Workshop Practice on CNC Machine,0.7
ME3xxx,Thực tập công nhân,4(0-0-8-8),4,8,TCK,,Workshop Practicum,1
ME3xxxy,Thực tập công nhân,,4,4,TCK,,Workshop Practicum,1
ME4006,Thiết kế hệ thống điều khiển,4(3-1-0.5-8),4,5,TCK,,Control System Design,0.7
ME4010,Cấu tạo ô tô I,3(3-0-1-6),3,4.5,TCK,,Automobile Structure I,0.6
ME4011,Ngôn ngữ & kỹ thuật lập trình [C&C++],2(2-1-0-4),2,3,TCK,,C/C++ Programming Language,0.7
ME4012,Máy và dụng cụ cắt,2(2-1-0-4),2,3,TCK,,Machines and Cutting Tools,0.7
ME4013,Chi tiết cơ cấu chính xác,2(2-0-1-4),2,3.5,TCK,ME3101,Mechanical Precise Structure,0.6
ME4014,Lý thuyết hàn,2(2-1-0.5-4),2,4,TCK,,Theory of Welding,0.6
ME4015,Lý thuyết biến dạng dẻo kim loại,3(3-2-0-6),3,5,TCK,,Theory of Metal Plastic Forming,0.7
ME4016,Vật liệu chất dẻo và composite,2(2-1-1-4),2,4.5,TCK,"ME4166, ME4026",Plastic and Composite Materials,0.6
ME4020,Cấu tạo ô tô II,3(3-0-1-6),3,4.5,TCK,,Automobile Structure II,0.6
ME4021,Phép tính ma trận trong cơ điện tử,2(2-1-0-4),2,3,TCK,,Matrix Computations in Mechatronics,0.7
ME4022,Chế tạo phôi,2(2-0-1-4),2,3.5,TCK,ME2030/MSE3210,Workpiece Fabrication,0.6
ME4022Q,Chế tạo phôi,2(2-0-1-4),2,3.5,TCK,,Workpiece Fabrication,0.7
ME4023,Quang kỹ thuật,2(2-1-0-4),2,3,TCK,,Technical Optics,0.6
ME4024,Công nghệ hàn nóng chảy I,2(2-0-1-4),2,3.5,TCK,,"Fusion Welding, Brazing and Soldering I",0.6
ME4025,Lý thuyết dập tạo hình,2(2-1-0-4),2,3,TCK,,Theory of Metal Forming,0.7
ME4026,Lưu biến của Polyme,2(2-0-0-4),2,2,TCK,,Rheology of Polymer,0.7
ME4027,VL& Công nghệ chế tạo sản phẩm cao su,2(2-0-0-4),2,2,TCK,ME3110,Rubber Materials and Processing,0.7
ME4028,Mô hình hóa vật liệu composite,3(3-1-0-6),3,4,TCK,,Modeling of Composite Materials,0.7
ME4029,Công nghệ phun phủ chất dẻo,2(2-0-0-4),2,2,TCK,ME3110,Plastic spraying technology,0.7
ME4030,Lý thuyết động cơ ô tô,3(3-1-0-6),3,4,TCK,,Automotive Engine Fundamentals,0.7
ME4031,Dao động kỹ thuật,2(2-1-0-4),2,3,TCK,ME3010,Engineering Vibration,0.7
ME4031E,Cơ sở dao động trên ô tô,2(2-1-0-4),2,3,TCK,,Engineering Vibration on Automobile,0.7
ME4031Q,Dao động kỹ thuật,2(2-1-0-4),2,3,TCK,,Engineering Vibration,0.7
ME4032,Đồ gá,2(2-1-0-4),2,3,TCK,,Jig and Fixture,0.6
ME4032Q,Đồ gá,2(2-1-0-4),2,3,TCK,,Jig and Fixture,0.6
ME4033,Tiếng Anh chuyên ngành,2(2-1-0-4),2,3,TCK,"ME4023, ME3060, ME4052",English for Mechanical Engineering,0.7
ME4034,Công nghệ hàn nóng chảy và hàn vảy II,2(2-1-0.5-4),2,4,TCK,,"Fusion Welding, Brazing and Soldering II",0.6
ME4035,Thiết bị gia công áp lực,2(2-0-1-4),2,3.5,TCK,ME4322,Equipments for Metal Forming Technology,0.7
ME4036,Độ bền của VLCD và composite,2(2-1-0-4),2,3,TCK,ME3040,Strength of Plastic and Composite Materials,0.7
ME4038,Công nghệ các sản phẩm composite,2(2-0-0-4),2,2,TCK,,Composite Manufacturing Technology,0.7
ME4039,Cơ học chất lỏng ứng dụng cho polymer,2(2-1-0-4),2,3,TCK,,Mechanics of Polymeric Liquids,0.7
ME4040,Thiết kế tính toán động cơ đốt trong,3(3-2-0-6),3,5,TCK,ME4910/ME4030,Automotive Engine Structure and Design,0.7
ME4041,Lý thuyết đàn hồi,2(2-1-0-4),2,3,TCK,ME3050,Applied Elasticity,0.7
ME4041Q,Sức bền vật liệu 2,2(2-1-0-4),2,3,TCK,,Strength of Materials 2,0.7
ME4042,Robot công nghiệp,2(2-1-0-4),2,3,TCK,,Industrial Robots,0.7
ME4043,Quang điện tử ứng dụng,3(3-1-0-6),3,4,TCK,,Optoelectronics and Applications,0.7
ME4044,Công nghệ hàn điện áp lực,2(2-1-0.5-4),2,4,TCK,,Resistance Welding Processes,0.6
ME4045,Máy búa và máy ép thuỷ lực,2(2-1-0-4),2,3,TCK,,Hammer and Hydraulic Presses,0.7
ME4046,Vật liệu và công nghệ chế tạo SP cao su,2(2-1-0-4),2,3,TCK,,Rubber Materials and Processing,0.7
ME4050,Lý thuyết ô tô I,2(2-1-0-4),2,3,TCK,,Theory of Automobile I,0.7
ME4051,Động lực học hệ nhiều vật,2(2-1-0-4),2,3,TCK,,Multibody Dynamics,0.7
ME4052,Nguyên lý và dụng cụ cắt,2(2-0-1-4),2,3.5,TCK,,Cutting Principles and Tools,0.7
ME4052Q,Nguyên lý và dụng cụ cắt,2(2-1-0-4),2,3,TCK,,Cutting Principles and Tools,0.7
ME4053,KT chân không & Công nghệ bề mặt,2(2-1-0-4),2,3,TCK,ME4023,Vacuum Technique and Surface Technology,0.7
ME4054,Thiết bị hàn I,2(2-1-0.5-4),2,4,TCK,,Welding Equipments I,0.6
ME4055,Công nghệ tạo hình tấm,2(2-0-1-4),2,3.5,TCK,ME4025/ME3203/ME4322,Sheet Metal Forming Technology,0.7
ME4056,CN gia công SP chất dẻo &Composite,3(3-0-0-6),3,3,TCK,,Plastic Processing Manufacturing Technologies I,0.7
ME4060,Lý thuyết ô tô II,2(2-0-0-4),2,2,TCK,,Theory of Automobile II,0.7
ME4061,Cơ học giải tích,2(2-1-0-4),2,3,TCK,"ME2140, ME3010",Analytical Mechanics,0.7
ME4062,Máy công cụ,2(2-0-1-4),2,3.5,TCK,"(ME3060,ME3090,(ME4212/ME4052))/ME3061",Machine Tools,0.7
ME4062Q,Máy công cụ,2(2-0-1-4),2,3.5,TCK,,Machine Tools,0.7
ME4063,Kỹ thuật vi cơ,2(2-1-0-4),2,3,TCK,,Micromechanical Engineering,0.7
ME4064,Bảo đảm chất lượng hàn,2(2-0-1-4),2,3.5,TCK,ME4024/ME3267,Welding Quality Control,0.6
ME4065,Công nghệ tạo hình khối,2(2-0-1-4),2,3.5,TCK,ME4025/ME3203/ME4322,Massive Forming Technology,0.7
ME4066,CN chế tạo SPCD và composite II,2(2-1-0-4),2,3,TCK,,Plastic Processing Manufacturing Technologies II,0.7
ME4068,Nhập môn vi cơ điện tử,2(2-1-0-4),2,3,TCK,,Introduction to Micromechatronics,0.7
ME4070,Thiết kế tính toán ô tô,3(3-1-0-6),3,4,TCK,"ME4010, ME4020, ME4050,  ME4060",Automobile Design and Calculation,0.7
ME4071,Phương pháp số và công cụ phần mềm,2(2-1-0-4),2,3,TCK,,Numerical Methods and Software Tools,0.7
ME4072,Điều khiển PLC cho CĐT,2(2-1-0-4),2,3,TCK,,PLC Control for Mechatronics,0.6
ME4073,Kỹ thuật xử lý tín hiệu đo,2(2-0-1-4),2,3.5,TCK,,Measurement Signal Processing,0.7
ME4074,Vật liệu hàn,2(2-0-1-4),2,3.5,TCK,,Welding Materials,0.6
ME4075,Ma sát trong GCAL,2(2-1-0-4),2,3,TCK,,Tribology in Metal Forming,0.7
ME4076,Thiết bị dây chuyền đùn chất dẻo,2(2-1-0-4),2,3,TCK,ME4166,Plastic Extrusion Equipments,0.7
ME4077,Công nghệ và thiết bị đùn chất dẻo,2(2-1-0-4),2,3,TCK,,Polymer Extrussion Process and Equipments,0.7
ME4078,Công nghệ và thiết bị đúc phun chất dẻo,2(2-0-1-4),2,3.5,TCK,,Polymer Injection Molding Process and Equipment,0.7
ME4080,"Sử dụng, sửa chữa ô tô",3(3-0-1-6),3,4.5,TCK,ME4200/ME4020,Automobile Usage and Repair,0.6
ME4081,Dao động đàn hồi,2(2-1-0-4),2,3,TCK,"ME2140, ME3010, ME4031",Vibration of Elastic Continua,0.7
ME4082,Công nghệ CNC,2(2-0-1-4),2,3.5,TCK,,CNC Technology,0.7
ME4082E,Công nghệ CNC,2(2-0-1-4),2,3.5,TCK,,CNC Technology,0.7
ME4082Q,Công nghệ CNC,2(2-1-0-4),2,3,TCK,,CNC Technology,0.7
ME4083,Công nghệ máy chính xác,2(2-0-1-4),2,3.5,TCK,,Precise Mechanical Technology,0.7
ME4084,Thiết bị hàn II,2(2-1-0.5-4),2,4,TCK,,Welding Equipments II,0.6
ME4085,Đồ án thiết bị dập tạo hình,1(0-2-0-2),1,2,TCK,ME4025,Project in Metal Forming Equipments,1
ME4086,Thiết bị đúc phun chất dẻo,2(2-0-0-4),2,2,TCK,"ME4056, ME4066",Injection Molding Equipments for Plastics,0.7
ME4088,Cơ sở máy CNC,2(2-0-1-4),2,3.5,TCK,,Fundamentals of CNC,0.7
ME4088Q,Cơ sở máy CNC,2(2-0-1-4),2,3.5,TCK,,CNC Machine Fundarmental,0.7
ME4090,Trang bị điện và HTĐK điện tử ô tô,4(4-1-1-8),4,6.5,TCK,ME4010,Electrical and Control Systems for Automobiles,0.6
ME4091,Đồ án tin học trong cơ học,1(0-2-0-2),1,2,TCK,,Project in Informatics in Mechanics,1
ME4092,Trang bị điện cho máy,2(2-1-0-4),2,3,TCK,,Electrical Equipment in Machine Tools and CNC,0.7
ME4092Q,Trang bị điện cho máy,2(2-1-0-4),2,3,TCK,,Electrical Equipment in Machine Tools,0.7
ME4093,Kỹ thuật Laser,2(2-0-1-4),2,3.5,TCK,,Laser Engineering,0.7
ME4093Q,Kỹ thuật laser,2(2-0-1-4),2,3.5,TCK,,Laser Engineering,0.7
ME4094,Ứng suất và biến dạng hàn,2(2-1-0.5-4),2,4,TCK,,Welding Stresses and Distortion,0.6
ME4095,Đồ án II: Đồ án mô phỏng số hệ cơ học,2(0-0-4-4),2,4,TCK,"ME4011, IT1110",Project II: Digital Simulation of Mechanical Systems,0.7
ME4096,Các phần mềm chuyên dụng,2(2-1-0-4),2,3,TCK,,Special Industrial Software,0.7
ME4097,Đồ án Mô hình hóa và thiết kế kết cấu,2(0-0-4-4),2,4,TCK,,Project in Modeling and Structural Design,0.7
ME4098,Thiết kế nhà máy cơ khí,2(2-1-0-4),2,3,TCK,,Mechanical Workshop Design,0.7
ME4099,Đồ án thiết kế cơ khí,3(0-0-6-6),3,6,TCK,"ME3090,ME3070,MSE3100",Mechanical Design Project,0.7
ME4099Q,ĐA thiết kế hệ thống cơ khí,3(0-0-6-6),3,6,TCK,,Mechanical Design Project,0.7
ME4100,Chẩn đoán trạng thái KT ô tô,2(2-1-0-4),2,3,TCK,,Automobile Diagnosis,0.7
ME4101,Chuyên đề,1(1-1-0-2),1,2,TCK,,Special Topics,1
ME4102,FMS & CIM (BTL),2(2-1-0-4),2,3,TCK,"(ME3170/ ME3172), ME4112=, ME4032, ME4082=",FMS & CIM,0.6
ME4102Q,FMS & CIM,2(2-1-0-4),2,3,TCK,,FMS & CIM,0.6
ME4103,Thiết bị in và văn phòng,2(2-1-0-4),2,3,TCK,,Office Printing Equipments,0.7
ME4104,Kết cấu hàn I,2(2-1-0-4),2,3,TCK,ME3040,Welded Structures,0.7
